Retailer Code,Retailer Name,Door Code,Door Name,Door Zip Code,Year,Week,UPC,SKU Descreption,POS Units,POS Amount
SEP,SEPHORA CANADA,243107,SEPHORA THUNDER BAY 870,P7B 6B9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,3.0,
SEP,SEPHORA CANADA,243152,SEPHORA # 874 CONESTOGA,N2L 5W6,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,17.0,
SEP,SEPHORA CANADA,243166,SEPHORA # 872 SUDBURY,P3A 1Z2,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,12.0,
SEP,SEPHORA CANADA,243968,SEPHORA  #876 SHERBROOKE,J1L 1K1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,7.0,
SEP,SEPHORA CANADA,243969,SEPHORA #878 KAMLOOPS,V1S 1J2,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,6.0,
SEP,SEPHORA CANADA,243970,SEPHORA #880 GRAND PRAIRIE,T8V 3Y2,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,7.0,
SEP,SEPHORA CANADA,224677,SEPHORA #502 YORKDALE,M6A 2T9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,21.0,
SEP,SEPHORA CANADA,238292,SEPHORA #578 DIX30,J4Y 0L1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,1.0,
SEP,SEPHORA CANADA,238293,SEPHORA #580 GUILDFORD TOWNE CENTRE,V3R 1N3,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,21.0,
SEP,SEPHORA CANADA,238444,SEPHORA #582 THE CORE,T2P 2Y9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,1.0,
SEP,SEPHORA CANADA,238745,SEPHORA # 586 ANJOU,H1M 1W9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,4.0,
SEP,SEPHORA CANADA,238746,SEPHORA # 584 MARKEVILLE,L3R 4M9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,6.0,
SEP,SEPHORA CANADA,238817,SEPHORA # 588 CATARAQUI,K7M 7H4,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,7.0,
SEP,SEPHORA CANADA,238818,SEPHORA # 590 PARK ROYAL,V7T 0A5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,12.0,
SEP,SEPHORA CANADA,231054,SEPHORA #524 FAIRVIEW,M2J 5A7,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,7.0,
SEP,SEPHORA CANADA,231144,SEPHORA #526 POLO PARK,R3G 0W4,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,11.0,
SEP,SEPHORA CANADA,225946,SEPHORA #504 MISSISSAUGA,L5B 2G6,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,6.0,
SEP,SEPHORA CANADA,239679,SEPHORA #592 CORNWALL CENTER,S4P 3Y6,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,5.0,
LON,LONDON DRUGS,237589,LONDON DRUGS #84,T4B 3G3,2018,332018,3614271698810,GA M COIN & CARD HOLDER 17,2.0,
NST,NORDSTROM CANADA RETAIL,241206,NORDSTROM PACIFIC CENTRE #0832,V7Y 1K8,2018,332018,3605971770357,KH MRC CLEANSING OIL 85ML,-1.0,
NST,NORDSTROM CANADA RETAIL,242148,NORDSTROM EATON CR #0835,M5B 2L9,2018,332018,3605971770357,KH MRC CLEANSING OIL 85ML,1.0,
NST,NORDSTROM CANADA RETAIL,240488,NORDSTROM RIDEAU CENTRE #0831,K1N 9J7,2018,332018,3614270581502,LANC MAQCOMP 160 LIGHT BUFF 6.8ML,1.0,
PJC,JEAN-COUTU,211806,PHCIE J.COUTU #250,H3B 1E5,2018,312018,3614271990464,BIOTH WINTER AQS HS RESCUE POUCH 2018OS,1.0,
LON,LONDON DRUGS,234844,LONDON DRUGS #82,V5Y 0E4,2018,342018,3614271990464,BIOTH WINTER AQS HS RESCUE POUCH 2018OS,1.0,
LON,LONDON DRUGS,217284,LONDON DRUGS #25,V3J 1N4,2018,352018,3614271990464,BIOTH WINTER AQS HS RESCUE POUCH 2018OS,2.0,
LON,LONDON DRUGS,218873,LONDON DRUGS #52,V7A 5J3,2018,352018,3614271990464,BIOTH WINTER AQS HS RESCUE POUCH 2018OS,1.0,
LON,LONDON DRUGS,216453,LONDON DRUGS #53,V5P 3W2,2018,352018,3614271990464,BIOTH WINTER AQS HS RESCUE POUCH 2018OS,1.0,
LON,LONDON DRUGS,228034,LONDON DRUGS #75,V3S 1Z2,2018,352018,3614271990464,BIOTH WINTER AQS HS RESCUE POUCH 2018OS,1.0,
LON,LONDON DRUGS,238069,LONDON DRUGS #85,V2T 0C5,2018,332018,3614271990464,BIOTH WINTER AQS HS RESCUE POUCH 2018OS,2.0,
SEP,SEPHORA CANADA,229842,SEPHORA #522 PTE-CLAIRE,H9R 1C4,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,238293,SEPHORA #580 GUILDFORD TOWNE CENTRE,V3R 1N3,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,238444,SEPHORA #582 THE CORE,T2P 2Y9,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,238746,SEPHORA # 584 MARKEVILLE,L3R 4M9,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,240774,SEPHORA HIGHSTREET #848,V2T 0C5,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,240963,SEPHORA #596 AVALON,A1B 1W3,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,2.0,
SEP,SEPHORA CANADA,227729,SEPHORA #510 WEST EDM. MALL,T5T 4M2,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,11.0,
SEP,SEPHORA CANADA,231967,SEPHORA #528 VANCOUVER,V7Y 1G5,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,231968,SEPHORA #530 COQUITLAM,V3B 5R5,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,232033,SEPHORA #534 SOUTHGATE CENTER,T6H 4M6,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,2.0,
SEP,SEPHORA CANADA,232135,SEPHORA #536 METROPOLIS,V5H 4P1,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,234614,SEPHORA #544 SHERWAY GARDENS,M9C 1B8,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,236358,SEPHORA #552 BAYSHORE,K2B 8C1,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,236514,SEPHORA #560 SASKATOON,S7K 1J9,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
SEP,SEPHORA CANADA,243970,SEPHORA #880 GRAND PRAIRIE,T8V 3Y2,2018,332018,3605520983979,VR FLBB EDP SPRAY 20 ML,1.0,
NST,NORDSTROM CANADA RETAIL,240048,NORDSTROM CHINOOK CENTER #830,T2H 0K8,2018,332018,3365440023147,YSLB DESSIN DES SOURCILS 03 1.3G SUB,1.0,
NST,NORDSTROM CANADA RETAIL,243098,NORDSTROM SHERWAY #0833,M9C 1B8,2018,332018,3365440023147,YSLB DESSIN DES SOURCILS 03 1.3G SUB,2.0,
LON,LONDON DRUGS,216539,LONDON DRUGS #23,T6H 0K5,2018,332018,3614271990464,BIOTH WINTER AQS HS RESCUE POUCH 2018OS,1.0,
LON,LONDON DRUGS,217760,LONDON DRUGS #31,T1Y 6M6,2018,332018,3614271990464,BIOTH WINTER AQS HS RESCUE POUCH 2018OS,1.0,
LON,LONDON DRUGS,232142,LONDON DRUGS #78,V6B 0G6,2018,322018,3614270355615,CACHAR GWP CAPELINE SUMMER 2015,1.0,
LON,LONDON DRUGS,214508,LONDON DRUGS #10,V6M 2B4,2018,342018,3614270355615,CACHAR GWP CAPELINE SUMMER 2015,1.0,
PJC,JEAN-COUTU,214651,PHCIE J.COUTU #039,J3V 1P8,2018,342018,3614272405134,DIESEL OTB STREET WEEKEND BAG 18,1.0,
PJC,JEAN-COUTU,216468,PHCIE J.COUTU #056,G5Y 5S4,2018,342018,3614272405134,DIESEL OTB STREET WEEKEND BAG 18,1.0,
PJC,JEAN-COUTU,213322,PHCIE J.COUTU #068,H3H 1L9,2018,352018,3614272405134,DIESEL OTB STREET WEEKEND BAG 18,1.0,
PJC,JEAN-COUTU,212532,PHCIE J.COUTU #127/9032-6737 QC INC,G8L 2W7,2018,352018,3614272405134,DIESEL OTB STREET WEEKEND BAG 18,1.0,
PJC,JEAN-COUTU,216519,PHCIE J.COUTU #058,J6W 1V1,2018,352018,3614272405134,DIESEL OTB STREET WEEKEND BAG 18,1.0,
PJC,JEAN-COUTU,241825,PHCIE J COUTU #496,J7X 1A2,2018,352018,3614272405134,DIESEL OTB STREET WEEKEND BAG 18,1.0,
SEP,SEPHORA CANADA,234615,SEPHORA #546 VICTORIA,V8Z 6E3,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,240774,SEPHORA HIGHSTREET #848,V2T 0C5,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,227729,SEPHORA #510 WEST EDM. MALL,T5T 4M2,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,227754,SEPHORA #512 MARKET MALL,T3A 0E2,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,228219,SEPHORA #508 BLOOR,M5S 1R1,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,2.0,
SEP,SEPHORA CANADA,241872,SEPHORA #860 BRAMALEA,L6T 3R5,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,236514,SEPHORA #560 SASKATOON,S7K 1J9,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,236515,SEPHORA #562 CALGARY SOUTH CENTRE,T2J 3V1,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,236726,SEPHORA #564 KINGSWAY MALL,T5G 3A6,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,243968,SEPHORA  #876 SHERBROOKE,J1L 1K1,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,229843,SEPHORA #520 ST-BRUNO,J3V 5K1,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,224677,SEPHORA #502 YORKDALE,M6A 2T9,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,238444,SEPHORA #582 THE CORE,T2P 2Y9,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,231054,SEPHORA #524 FAIRVIEW,M2J 5A7,2018,342018,604214461703,UD 24/7 EYE PENCIL DEEP END,1.0,
SEP,SEPHORA CANADA,240148,SEPHORA #844 MIC MAC,B3A 4K7,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,240149,SEPHORA #846 ROBSON,V6Z 2V7,2018,332018,3605971505232,VR FLBB REFILLABLE SET,4.0,
SEP,SEPHORA CANADA,240252,SEPHORA #842 PEN CENTRE,L2T 2K9,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,234614,SEPHORA #544 SHERWAY GARDENS,M9C 1B8,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,236358,SEPHORA #552 BAYSHORE,K2B 8C1,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,236514,SEPHORA #560 SASKATOON,S7K 1J9,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,236515,SEPHORA #562 CALGARY SOUTH CENTRE,T2J 3V1,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,236516,SEPHORA #558 KELOWNA,V1Y 6H2,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,236726,SEPHORA #564 KINGSWAY MALL,T5G 3A6,2018,332018,3605971505232,VR FLBB REFILLABLE SET,3.0,
SEP,SEPHORA CANADA,236727,SEPHORA #566 ST VITAL,R2M 5E5,2018,332018,3605971505232,VR FLBB REFILLABLE SET,4.0,
SEP,SEPHORA CANADA,237001,SEPHORA #550 STE-CATHERINE,H3B 5K4,2018,332018,3605971505232,VR FLBB REFILLABLE SET,3.0,
SEP,SEPHORA CANADA,237002,SEPHORA #568 ROCKLAND,H3P 3E9,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,237003,SEPHORA #570 CHAMPLAIN,E1A 4X5,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,242672,SEPHORA #868 SOUTH EDMONTON,T6N 1N5,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,243107,SEPHORA THUNDER BAY 870,P7B 6B9,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,243152,SEPHORA # 874 CONESTOGA,N2L 5W6,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,243166,SEPHORA # 872 SUDBURY,P3A 1Z2,2018,332018,3605971505232,VR FLBB REFILLABLE SET,3.0,
SEP,SEPHORA CANADA,243932,SEPHORA #886 FREDERICTON,E3C 1A2,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,243969,SEPHORA #878 KAMLOOPS,V1S 1J2,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,243970,SEPHORA #880 GRAND PRAIRIE,T8V 3Y2,2018,332018,3605971505232,VR FLBB REFILLABLE SET,3.0,
SEP,SEPHORA CANADA,237553,SEPHORA #576 LIMERIDGE MALL,L9A 4X5,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,224051,SEPHORA #500 YONGE,M5B 2H1,2018,332018,3605971505232,VR FLBB REFILLABLE SET,5.0,
SEP,SEPHORA CANADA,229842,SEPHORA #522 PTE-CLAIRE,H9R 1C4,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,224677,SEPHORA #502 YORKDALE,M6A 2T9,2018,332018,3605971505232,VR FLBB REFILLABLE SET,4.0,
SEP,SEPHORA CANADA,238292,SEPHORA #578 DIX30,J4Y 0L1,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,238444,SEPHORA #582 THE CORE,T2P 2Y9,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,238745,SEPHORA # 586 ANJOU,H1M 1W9,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,238746,SEPHORA # 584 MARKEVILLE,L3R 4M9,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,238817,SEPHORA # 588 CATARAQUI,K7M 7H4,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,234898,SEPHORA #548 RICHMOND,V6Y 2B6,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,240774,SEPHORA HIGHSTREET #848,V2T 0C5,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,240921,SEPHORA #852 MASONVILLE,N6G 3Y9,2018,332018,3605971505232,VR FLBB REFILLABLE SET,4.0,
SEP,SEPHORA CANADA,240923,SEPHORA #856 HILLCREST,L4C 5G2,2018,332018,3605971505232,VR FLBB REFILLABLE SET,5.0,
SEP,SEPHORA CANADA,240963,SEPHORA #596 AVALON,A1B 1W3,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,227729,SEPHORA #510 WEST EDM. MALL,T5T 4M2,2018,332018,3605971505232,VR FLBB REFILLABLE SET,3.0,
SEP,SEPHORA CANADA,227753,SEPHORA #514 CHINOOK CENTRE,T2H 0K8,2018,332018,3605971505232,VR FLBB REFILLABLE SET,4.0,
SEP,SEPHORA CANADA,227754,SEPHORA #512 MARKET MALL,T3A 0E2,2018,332018,3605971505232,VR FLBB REFILLABLE SET,3.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,332018,3605971505232,VR FLBB REFILLABLE SET,10.0,
SEP,SEPHORA CANADA,233278,SEPHORA #540 MAPLEVIEW,L7S 2J8,2018,332018,3605971505232,VR FLBB REFILLABLE SET,3.0,
SEP,SEPHORA CANADA,233279,SEPHORA #542 LONDON WHITE OAKS,N6E 1V4,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,228219,SEPHORA #508 BLOOR,M5S 1R1,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,241839,SEPHORA #858 VAUGHAN MILLS,L4K 5W4,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,241872,SEPHORA #860 BRAMALEA,L6T 3R5,2018,332018,3605971505232,VR FLBB REFILLABLE SET,3.0,
SEP,SEPHORA CANADA,241975,SEPHORA #862 YONGE & EGLINTON,M4R 1K8,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,236357,SEPHORA #556 HALIFAX,B3L 4N9,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,238818,SEPHORA # 590 PARK ROYAL,V7T 0A5,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,231054,SEPHORA #524 FAIRVIEW,M2J 5A7,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,231144,SEPHORA #526 POLO PARK,R3G 0W4,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,225946,SEPHORA #504 MISSISSAUGA,L5B 2G6,2018,332018,3605971505232,VR FLBB REFILLABLE SET,4.0,
SEP,SEPHORA CANADA,239679,SEPHORA #592 CORNWALL CENTER,S4P 3Y6,2018,332018,3605971505232,VR FLBB REFILLABLE SET,3.0,
SEP,SEPHORA CANADA,231968,SEPHORA #530 COQUITLAM,V3B 5R5,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,226529,SEPHORA #506 SCARBOROUGH,M1P 4P5,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,231969,SEPHORA #532 STE-FOY,G1V 2L1,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,232033,SEPHORA #534 SOUTHGATE CENTER,T6H 4M6,2018,332018,3605971505232,VR FLBB REFILLABLE SET,1.0,
SEP,SEPHORA CANADA,239887,SEPHORA #0594 GEORGIAN,L4M 4Z8,2018,332018,3605971505232,VR FLBB REFILLABLE SET,2.0,
SEP,SEPHORA CANADA,232135,SEPHORA #536 METROPOLIS,V5H 4P1,2018,332018,3605971505232,VR FLBB REFILLABLE SET,4.0,
NST,NORDSTROM CANADA RETAIL,240048,NORDSTROM CHINOOK CENTER #830,T2H 0K8,2018,332018,3605975080865,KH UF OIL FREE CLEANSER 150ML SUB,1.0,
NST,NORDSTROM CANADA RETAIL,241206,NORDSTROM PACIFIC CENTRE #0832,V7Y 1K8,2018,332018,3605975080865,KH UF OIL FREE CLEANSER 150ML SUB,2.0,
NST,NORDSTROM CANADA RETAIL,242148,NORDSTROM EATON CR #0835,M5B 2L9,2018,332018,3605975080865,KH UF OIL FREE CLEANSER 150ML SUB,1.0,
NST,NORDSTROM CANADA RETAIL,242191,NORDSTROM YORKDALE #0834,M6A 2T9,2018,332018,3605975080865,KH UF OIL FREE CLEANSER 150ML SUB,1.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,332018,3605975080865,KH UF OIL FREE CLEANSER 150ML SUB,14.0,
LON,LONDON DRUGS,210200,LONDON DRUGS #37,V4K 1W4,2018,402018,772192614296,BIOTH GWP-1 INFUSEUR THE NAVY 2018,1.0,
SEP,SEPHORA CANADA,227754,SEPHORA #512 MARKET MALL,T3A 0E2,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,233279,SEPHORA #542 LONDON WHITE OAKS,N6E 1V4,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,228219,SEPHORA #508 BLOOR,M5S 1R1,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,236727,SEPHORA #566 ST VITAL,R2M 5E5,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,242607,SEPHORA #866 LA CAPITALE,G2K 1N4,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,243970,SEPHORA #880 GRAND PRAIRIE,T8V 3Y2,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,237502,SEPHORA #572 OSHAWA,L1J 2K5,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,237553,SEPHORA #576 LIMERIDGE MALL,L9A 4X5,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,229841,SEPHORA #518 OTTAWA,K1N 9J7,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,229842,SEPHORA #522 PTE-CLAIRE,H9R 1C4,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,2.0,
SEP,SEPHORA CANADA,238292,SEPHORA #578 DIX30,J4Y 0L1,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,238293,SEPHORA #580 GUILDFORD TOWNE CENTRE,V3R 1N3,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,238817,SEPHORA # 588 CATARAQUI,K7M 7H4,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,2.0,
SEP,SEPHORA CANADA,231967,SEPHORA #528 VANCOUVER,V7Y 1G5,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,-1.0,
SEP,SEPHORA CANADA,226529,SEPHORA #506 SCARBOROUGH,M1P 4P5,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,232134,SEPHORA #538 CARREFOUR LAVAL,H7T 1C8,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,4.0,
SEP,SEPHORA CANADA,234614,SEPHORA #544 SHERWAY GARDENS,M9C 1B8,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,240923,SEPHORA #856 HILLCREST,L4C 5G2,2018,412018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
PJC,JEAN-COUTU,211246,PHCIE J.COUTU #178,J1N 3S5,2018,402018,772192614296,BIOTH GWP-1 INFUSEUR THE NAVY 2018,1.0,
SEP,SEPHORA CANADA,224051,SEPHORA #500 YONGE,M5B 2H1,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,2.0,
SEP,SEPHORA CANADA,229840,SEPHORA #516 NEWMARKET,L3Y 4Z1,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,229842,SEPHORA #522 PTE-CLAIRE,H9R 1C4,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,229843,SEPHORA #520 ST-BRUNO,J3V 5K1,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,238746,SEPHORA # 584 MARKEVILLE,L3R 4M9,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,236516,SEPHORA #558 KELOWNA,V1Y 6H2,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,237001,SEPHORA #550 STE-CATHERINE,H3B 5K4,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,-1.0,
SEP,SEPHORA CANADA,242607,SEPHORA #866 LA CAPITALE,G2K 1N4,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,242672,SEPHORA #868 SOUTH EDMONTON,T6N 1N5,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,4.0,
SEP,SEPHORA CANADA,243970,SEPHORA #880 GRAND PRAIRIE,T8V 3Y2,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,240149,SEPHORA #846 ROBSON,V6Z 2V7,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,240252,SEPHORA #842 PEN CENTRE,L2T 2K9,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,234615,SEPHORA #546 VICTORIA,V8Z 6E3,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,234898,SEPHORA #548 RICHMOND,V6Y 2B6,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,240773,SEPHORA BOWER PLACE #850,T4R 1N9,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,240922,SEPHORA #854 NANAIMO,V9T 4T7,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,2.0,
SEP,SEPHORA CANADA,240923,SEPHORA #856 HILLCREST,L4C 5G2,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,227753,SEPHORA #514 CHINOOK CENTRE,T2H 0K8,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,2.0,
SEP,SEPHORA CANADA,227754,SEPHORA #512 MARKET MALL,T3A 0E2,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,3.0,
SEP,SEPHORA CANADA,233278,SEPHORA #540 MAPLEVIEW,L7S 2J8,2018,422018,604214458802,UD 24/7 EYE PENCIL LSD,1.0,
